标题,来源,概要,内容,链接
酷品 | 魔方书架,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,设计师George Bosnas为希腊品牌Anesis设计的Rubika B601书架，灵感源于三阶魔方，3个相同的菱形按照不同的方向组合固定而成，一眼望去给人以3D的错觉。更有趣的玩法是选择不同的材质和颜色进行搭配，与魔方相似度高达 99％。, ,http://www.nfpeople.com/article/5931
【健康】恨世界的人正在无所事事,稿源：南方人物周刊  |  作者： 游识猷  日期： 2018-01-03,实验显示，每天的清醒时间，“负向人”跟“正向人”相差无几。但“负向人”花在“做事”上的时间却显著更少。,健康黑眼圈、倒三角眼、嘴角下拉45度，那只名叫“不高兴（Grumpy Cat）”的猫永远露出憎恶的表情，它的每张照片都适合配上“蠢狗快滚”、“人类去死”、“世界末日速来急急如律令”之类的文字。如果把对世界的爱恨之情画成一条线，“不高兴猫”无疑站在“我恨这个世界”这头。微博微信上的鸡汤励志号则念着“世上无坏事，桩桩是恩赐”，遥遥站在另一头。其他人大多处于两点之间的某个位置。伊利诺伊大学香槟分校的赫普勒（Justin Hepler）和宾夕法尼亚大学的阿尔巴拉辛（Dolores Albarracin）认为，这种区别体现了一个人对外来刺激的总体反应。他们询问受试者对200样东西的态度，排除掉“大家都爱”以及“大家都恨”，用剩下的选项设计了一个“态度倾向（dispositional attitude）”量表，以此测试一个人总体有多热爱——或多憎恨这个世界。有些喜好是相关的，嗜酒的人很可能也热爱吃肉，因为两者都带来舌尖上的欢愉。不过，有的人则对许多并不相关的事物展现出喜好之情。如果一个人对交通、古董、三明治、咳嗽糖浆都觉得“哎哟不错唷”，他的态度倾向可能就是“正向”。这种人对未知世界抱有良好的预期。他们天生就像戴着玫瑰色眼镜，看出去总是“天真蓝，花真香，姑娘你可真漂亮”，不但能欣赏各种美好刺激，而且对一些中性甚至负性的刺激——比如物种灭绝、被人嘲笑、全球变暖、无家可归——反应都更积极。至于态度倾向为“负向”的人，每天一睁眼就开始觉得诸事不顺、心情烦躁、他人即地狱。运动？不想去。音乐会？别叫我。避孕套？谁要用那种鬼东西！他们不喜欢打疫苗，更不情愿做回收，开起车来横冲直撞。商场推销员也不太喜欢这类人，因为很难说服他们购买新产品。“负向人”讨厌的事情远不止这些，事实上，他们对事物的憎恶是如此的……普遍而平等，以至于他们每周做的事比“正向人”少了许多。实验显示，每天的清醒时间，“负向人”跟“正向人”相差无几。但“负向人”花在“做事”上的时间却显著更少。他们甚至连“不太耗心力的事”都提不起精神——在17类活动中，工作、家务、运动的时间较少也就罢了，连看电视的时间都比别人少是怎么回事？人是情绪动物。很多时候，你越是喜欢一件事，越会积极主动地去做这件事。1979年的一个实验显示，对 “未来两年生子”的态度越是正面，就越可能真的在未来两年内生子（听起来像废话但这是正经研究……）。当然，情绪与行动间的关系非常复杂，有时自责这种负面情绪也会刺激人加倍努力——但这毕竟对身心健康不利，总体来说，还是不值得提倡。“正向人”喜欢的事情多，但也有缺点——容易分心。“负向人”憎恶的事情多，但也有优势——“去掉一个最低分，再去掉一个最低分，再再去掉一个最低分……好吧只剩这事可做了。”如果“负向人”能找到不恨的事，做起来就会更专注、更坚持，最后有更大几率成为这方面的高手。生命有限，你要用来静静憎恨这个世界，还是用来走过那条“可以忍受的道路”？,http://www.nfpeople.com/article/2547
酷品 | 都市独处空间,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,好友三五小聚之时，往往渴望有自己的独处空间。韩国设计师Seung Yong Song设计的这款椅子Sarangbang，便能满足你的需要。它由桦木和高丽纸制成，设计风格古朴自然，椅子内侧顶部挂有一盏小灯，足以照亮这个舒适的小空间。椅子两侧可以开合，相对放置的两把 Sarangbang，组成了私密的小空间，在这里面，可以放松休憩，也可与好友亲密对谈。, ,http://www.nfpeople.com/article/5646
幸福课 | 神仙眷侣做对了什么？,稿源：南方人物周刊  |  作者： 文 游识猷  日期： 2018-01-03,执手相视一笑时，如何想得到刀戈相向血溅日。然而，婚姻如饮水，从沸到暖到冷，再到寒天饮冰水、点滴在心头，非一日之寒。为何几年过去，有些伴侣如兵，有些如冰，有些如宾？,当王宝强声明“马蓉与我经纪人宋喆的婚外不正当两性关系，严重伤害了婚姻、破坏了家庭”，当马蓉写“欲盖弥彰，善恶自有真相。不是不爆，时候未到”时，谁都能一眼看出，这对夫妻已视彼此为仇雠。执手相视一笑时，如何想得到刀戈相向血溅日。然而，婚姻如饮水，从沸到暖到冷，再到寒天饮冰水、点滴在心头，非一日之寒。为何几年过去，有些伴侣如兵，有些如冰，有些如宾？美国心理学家卡罗尔·塔夫里斯（Carol Tavris）和埃略特·阿伦森（Elliot Aronson） 曾调查过结婚多年仍深爱彼此的伴侣。心理学家没有问“你们是如何保持婚姻幸福美满？”因为人们通常既不知道自己错在哪里，也不知道自己对在哪里，他们会瞎猜，然后回答“性格相似”、“性格互补”、“兴趣一致”、“各有所爱”、“ 多相处时间”、“有独立空间”等相互矛盾的答案——心理学家问的是，你们如何调和“我爱ta”和“ta干的这事气死我了”的心情？结果，最佳伴侣们有3个共同点——首先，他们相信真爱里也有矛盾，相信任何长期的亲密关系中，一定会出现分歧和冲突、拒绝与愤怒、误解和忽视、利用与反抗……这不证明对方一定是恶人，也不证明这段关系一定无可救药。这一切只证明，对方是真实的人类，有欲望、情绪、偏见和局限，就和自己一样。正如小说家艾丽丝·默多克所说，“爱，就是艰难无比地认识到，除自己之外，这个世界还有其他真实存在的东西。”当对方让自己恼火时，他们要么认为这件事是事出有因，要么认为对方虽有缺点但并无恶意。在这种“把对方动机往好里想”的基础上，他们要么直接原谅对方，要么会和对方坦诚交流，就事论事，告诉对方自己为什么恼火。对方忘了我的生日？可能最近ta压力大事情多，ta看起来确实很疲倦也很抱歉，以后让ta用日历定时提醒，就不会再丢三落四了。最后，当自己让对方生气时，他们会倾听、共情并改变。尽管也会剧烈争吵互不相让，但只要冷静下来，他们就会反思自己的行为给对方造成了怎样的影响，对方的建议有没有道理，自己怎样才能变得更好也让对方更开心。最后，双方都有所改变，同时也都为彼此做出了让步。而逐渐离心的伴侣则完全相反——他们一开始会在激情驱使下完全无视矛盾，当激情退去后，任何微小的摩擦都会在心里种下怀疑的种子——我是不是选错人了？这些矛盾是否意味着我们并非天生一对？如果我跟别人在一起会不会更好？当对方让自己恼火时，他们会“以小见大”，认为这事显露出ta的某种无法改变的恶劣本质。在这种“把对方动机往坏里想”的基础上，他们要么拿出“小黑账”默默记上一笔，要么直接和对方“坦诚沟通”，人身攻击，贬低对方的性格。对方忘了我的生日？这说明ta自私冷漠完全不爱我。我这么说ta还不服气？这说明ta毫无愧疚和悔改之心。最后，当自己惹怒对方时，他们会只顾防御自己，咬定“我是对的，错的是你”、 “即使我有错，也是事出有因”、“即使我有错，我认识你的时候就是这样，你早该知道我不可能改”、“我已经认错了，你还不翻篇就是你错”。他们对伴侣的痛苦无动于衷，拒绝改变自己一分一毫。结果呢，他们的伴侣要么拿出“小黑账”记上一笔，要么直接开始人身攻击……开始都是不羡鸳鸯不羡仙，后来有人依然相看两不厌，有人只怨当初瞎了眼。时光能造就情意深重，亦能造就积重难返，分岔小径，你要往何方行？越吵越好的科学小tips争吵是健康关系中必不可少的部分。如果有矛盾，尽快原谅或吵开，不要记仇。记仇会让负面情绪长久存在，在记忆中对方会变得越来越恶劣，而且，记仇剥夺了对方立刻 为自己辩解的机会。 务必在“双方都本质善良，都是 出于好意，都仍然深爱彼此”的前提下，就事论事地争吵。一旦指责对方的本性或动机，一旦对方觉得受辱或不公平，为自己辩护的本能就会压倒一切。 争吵是为了解决问题，或促使彼此改变。一旦注意到你只是为了伤害对方时，应立刻停止，彼此冷静。假如你生对方的气，记住每个人都可能由于外界原因做了错误 / 愚蠢的决定，同时由于偏见和固执的本能，不容易看到自己的错误。 假如对方生你的气，而你不明白 ta 为什么发火，觉得ta在小题大做。那么，对方可能只是在说“我感觉 不到你的关注和爱”了。除了吵架，生活还需要5倍的爱与关怀。将积极交流和消极交流的比例保持在 5:1 以上。,http://www.nfpeople.com/article/5976
【酷品】每周向你推荐营养食谱,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,Eat this much每周为你进行一次食谱规划，要求你填写购物时间，然后提前一天将食谱发给你，方便你将它们添加到购物清单中。它不仅掌握了你的身体数据、身体目标、饮食习惯，还将你的购物行为也纳入了数据库中。, ,http://www.nfpeople.com/article/2241
在路上 | 黄金城的新人旧梦,稿源：南方人物周刊  |  作者： 图、文  陈晞 / 编辑 翁倩  日期： 2018-01-03,这次我独自在旧金山游逛，寄望走入1960年代的旧梦，因为即使对中国的文艺青年来说，那段历史仍是神迹般的存在。,再赴旧金山是来怀旧的。上次来是一年前，混迹硅谷的昔日同窗刚刚跳槽，适逢我前往，便带我参观这家估值60亿美元的科技公司。这种刚刚起步的公司在美国叫Start-up，如果势头甚猛，融了亿万资金，就要在旧金山市中心租个体面的写字楼，选顶尖的室内设计师，买货真价实的艺术品，争取早日脱离“码农”和“屌丝”的行列。我参观的这家，刚刚配置了世界上最顶级的手磨咖啡设备。鲍勃·马利是嬉皮士喜爱的文化大神之一记得第二天是旧金山一年一度的Pride，世界三大同性恋大游行之一，我好奇想去看，同窗却要趁周末好好补觉，再说，令他着急的是能否通过公司发展拿到增值的期权，或者考虑回中国加入创业大军。对这些居住在旧金山或硅谷的新贵来说，这儿和北京并没有本质上的不同。但毫无疑问，他们才是时代的先锋。漆成彩色的维多利亚式房屋倒推不到50年，10万名身无分文的年轻人，涌入方圆几公里的旧金山海特-阿什布里（Haight-Ashbury）区，他们中的多数人被称为嬉皮士，远道而来，仅仅是为了参加“爱之夏”流行音乐节，听披头士第一次献唱《你所需要的是爱》。斯科特•麦肯齐踩中了生命中那块至关重要的幸运滑板，因一曲《旧金山》一唱成名，歌词写道，“如果你要去旧金山，记得头上戴着鲜花”，击中无数人的心。这次我独自在旧金山游逛，寄望走入1960年代的旧梦，因为即使对中国的文艺青年来说，那段历史仍是神迹般的存在。海特街上的艺术家为我展示其作品分享着西海岸的终年艳阳，只有亲身从洛杉矶到旧金山才能明白，为什么凯鲁亚克、金斯堡这些“垮掉派作家”、哥伦比亚大学高材生在纽约象牙塔里研究的玩意，只能在后者生根发芽。洛杉矶是简•雅各布斯在《美国大城市的死与生》中批判的对象，其尺度专为汽车设计，排斥穷人，缺乏城市宝贵的街道生活，间接摧毁多样性的发生，空阔的街道让暴力无法监督，加重不安全感。而旧金山恰好相反，开阔但仍适宜步行，温暖却不干枯——北加州的位置令其恰好躲过圣安娜焚风，此外，百余年的发展史留下了勾连着上一个时代的文化传统，使得一切不至于如凭空出现的海市蜃楼。要知道，1850年的洛杉矶还是个只有1600人的穷乡僻壤。海特街上最拉风的商店招牌海特大街很长，东西连接市场街和金门公园，无论从东向西或者反方向走，当墙上越来越多地出现涂鸦，路边的维多利亚式房屋开始被油漆成鲜亮的颜色，就知道离核心区域越来越近了，确切地说，是海特大街和阿什布里大街交汇的地方。午后才是嬉皮士一天的开始——他们很好认，身上穿着淘来的旧衣服，不论价值但绝对得显得有范儿，行为慵懒迷离，嘴里叼着的烟卷燃烧出一股股大麻味儿，如果旁边还跟着一条狗，这可怜的家伙身上可能背着主人的全部家当。他们拒绝随波逐流、鄙视物欲，追寻爱、和平与自由，但实际上成为了另一种文化标签，就像我眼中的他们，浑身上下恨不得写满“我是嬉皮”几个字。恶魔岛曾设有关押重犯的联邦监狱，如今成为旧金山的知名景点很多认同嬉皮精神的美国年轻人并不认可这种生活方式，他们听嬉皮听的音乐，比如“感恩至死”（The Grateful Dead），或者“杰弗逊飞机”（Jefferson Airplane），光顾古着店，时不时卷两根大麻烟抽，但要是每天睡在金门公园长椅上，和那些无家可归的流浪汉有什么两样？两派人互相看不顺眼，都觉得对方玷污了这个神圣的名词。悖论如此产生，所有的思想只有被简化到便于模仿后才能被大众接受，但大众所接受的还是不是思想的本意？成为一名嬉皮不需要知道梭罗对垮掉派的影响，没读过马塞尔•普鲁斯特的《追忆逝水年华》，只需要包里揣着一本《嚎叫》，喊出“要做爱，不作战”的口号。以至在旧金山嬉皮运动的晚期，混入了大量的帮派分子和寻求免费大麻、LSD和滥交的年轻人。在海特路邮局工作的华裔大叔对嬉皮士为这座城市增添的混乱记忆犹新，他用中文热情地指导我购买寄送明信片的邮资，还走出柜台，在地图上把附近的景点指给我看。最后不忘补充一句：这条路上嬉皮士多，不要搭理，绕着走。同时嫌恶地撇了撇嘴。TIPS1.海特街西端的金门公园是美国西海岸代表性的城市绿地，坐落其中的笛洋美术馆（De Young Muesum）和暖房（Conservatory of Flowers）闭馆时间较早，建议先行游览，然后沿海特街步行至海特-阿什布里核心区。2．嬉皮士看上去穿着另类、难以接近，但多数是相当友好的，并乐于分享他们对时政的看法。可以从称赞他们的某件服饰或某件艺术创作开始，也许会发展出一段有趣的对话。3．虽然旧金山适于步行并有发达的公交巴士系统，但毕竟这里是加州，租车自驾仍是短时间内旅行的最好方式。,http://www.nfpeople.com/article/4412
【酷品】沃尔沃 Concept XC Coupé,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,荣获2014焦点最佳概念车设计大奖的沃尔沃Concept XC Coupé，主打时尚运动气质，浮动格栅上的独特铁标、两侧T型日间行车灯、全新加大发动机舱盖，成为它最惊艳的前脸识别标识。21英寸轮毂，更加突出的轮拱罩和被进一步抬高的车顶轮廓线，使得车身更牢固安全，满足更多运动功能需求。, ,http://www.nfpeople.com/article/2284
酷品 | 折叠水壶,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,有没有想过热水壶可以折叠起来？Novel是由斯洛伐克设计师Stanislav Sabo 设计的可折叠电热水壶，它的壶体由耐热硅胶和防火隔热材料制成，可以折叠成一块平板，放入包内随身携带。而加热底座连接家用插座、汽车插座或是太阳能插座即可使用。,,http://www.nfpeople.com/article/3655
幸福课 | 冬季不忧郁,稿源：南方人物周刊  |  作者： 文 游识猷  日期： 2018-01-03,外国人一早管这叫“冬季忧郁”（winter blue），后来医学界拿出正经病名——“季节性情感障碍”（Season Affective Disorder），缩写就是大写的SAD。,"霜降已过，接下来是“立冬小大雪，冬至小大寒”，一连串冬日节令看着就叫人哆嗦。何以解忧？吃喝睡宅。陆游写《冬夜炉边小饮》，“拥炉可使曲身直，饮酒能回槁面红”，还发现冬天最宜宅家撸猫，“溪柴火软蛮毡暖，我与狸奴不出门”。总之，这个季节不想出门、不想见人，只想吃饱喝足后和家人或毛团滚在一起，一动不动。这是病，得治。外国人一早管这叫“冬季忧郁”（winter blue），后来医学界拿出正经病名——“季节性情感障碍”（Season Affective Disorder），缩写就是大写的SAD。该病的发病率跟纬度有关，与厦门纬度相近的佛罗里达，发病率为1.4%，与之相比，比漠河更北的奥斯陆，发病率则是14%。SAD病因有三，一是天生的基因易感性，5-羟色胺受体的某些变异会造成易郁体质，女性患病风险因此比男性高出8倍。研究者苏珊·史薇多认为，这可能与女性在青春期后的激素波动有关。其二是环境因素，日照时间缩短会导致连锁生化反应：5-羟色胺减少，于是心情欠佳；维生素D不足，因此骨骼与肌肉的不适增加；褪黑素大量分泌，所以无精打采昏昏欲睡。额外压力也不可忽视，对于已经易怒疲惫抑郁的人来说，要是冬天再搬个家、换份工作——那真是生命不可承受之重。 怎么办？既然少了光，那就补光吧。医院有特殊的人造光源，每天照上30分钟，起效的几率大概有五成。一般照明灯光强度不够，绿光和红光也太少。实在照不到光，至少吃点维生素D。强迫自己出门社交也有必要。尽管低落时你最不想做的就是与人交谈，但实际上社交能大大提升情绪。运动也如此，在你情绪最差、最不想动的冬天，你最需要的就是动起来，这是加州州立大学富勒顿分校运动机能学教授帕特里夏·拉古纳的建议。此外，有意识地补充水分，多吃鱼肉、蔬果、杂粮等健康食品也是血糖平稳、心情舒畅的秘方。最后一个建议是戒烟，它会改善手脚冰凉，因为加强了微细血管的血液循环。【测试：你是“季节型人”吗？】请根据你的个人经验作答：1.把符合你感觉的月份后的○涂黑成●，如果变化不明显，就涂黑“变化不大”。 变化不大   12月11月10月9月8月7月6月5月4月3月2月1月感觉心情最好 ○○○○○○○○○○○○○社交活动最多 ○○○○○○○○○○○○○睡眠时间最短 ○○○○○○○○○○○○○吃得最少   ○○○○○○○○○○○○○减掉最多体重 ○○○○○○○○○○○○○感觉心情最差 ○○○○○○○○○○○○○社交活动最少 ○○○○○○○○○○○○○睡眠时间最长 ○○○○○○○○○○○○○吃得最多   ○○○○○○○○○○○○○增加体重最多 ○○○○○○○○○○○○○观察你的●分布——1.冬季低谷人：在12月、1月、2月感觉最差，吃得最多、睡得最多，体重增加最多。尽管大部分人在冬季比夏季睡得略长，不过一般人平均冬天每天多睡0.7小时，而冬季低谷人则多睡2.4小时。在聚会里，他们宁可抱着美食自己吃，也不愿跟别人聊天。他们在冬天几乎无力抵抗垃圾食品，对健康食物则提不起兴趣。在北美，差不多一半人是冬季低谷型，高纬度的寒冷地区这类人更多。2.夏季低谷人：在7月、8月感觉最差，最提不起兴致社交。不过，夏季低谷人倒不会在夏季大吃特吃，与之相反，他们在大热天里会对任何食物都提不起兴趣，吃得少睡得少。在中国人群里，夏季低谷人最多。3.夏冬低谷人：兼具以上两种人的痛苦。他们在12月、1月、2月、7月、8月感觉都不怎么好，只在春秋两季比较开心。夏冬低谷人的最大心愿是四季如春，最讨厌的就是季节变化。4．非季节型人：这类人是幸运的，他们的心情、社交活动、精力、睡眠时长、胃口、体重受季节影响都很小。他们爱吃的食物也四季如一，变动不大。季节流转对他们基本不构成问题。测试参考 Seasonal Pattern Assessment Questionnaire (SPAQ) of N. E. Rosenthal, G. Bradt, and T. Wehr  ",http://www.nfpeople.com/article/6284
酷品 | TEAGUE Phiaton Bridge头戴式耳机,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,2014红点设计大奖得奖作品，出自TEAGUE设计公司、由韩国奢侈耳机品牌Phiaton打造。据说Rain曾是此品牌耳机的忠实拥趸。Bridge头戴式耳机使用了皮革和铝材，试图将经典与科技融合。, ,http://www.nfpeople.com/article/3029
【酷品】看猩猩眼镜,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,荷兰动物园有只名叫Bokito的大猩猩，因为某女士在一周三四天的时间里与它对视，最终Bokito忍受不了，越狱并伤了她。动物学家说，大猩猩很讨厌人类与它们直视，观看猩猩时最好戴上眼镜来混淆它们。这就是这款BokitoKijker眼镜的来由。, ,http://www.nfpeople.com/article/2499
【酷品】Paul smith 限量足球,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,英国设计师Paul Smith日前推出一款全新的限量版足球。皮革面的足球除融合了Paul Smith充满个性且标志性的条纹图案外，更加入了鲜艳抢眼的波浪纹以点缀衬托。限量250个，将于Heathrow机场的Paul Smith门店内发售，其中5个有Paul Smith的亲笔签名。, ,http://www.nfpeople.com/article/2381
【酷品】Alexander Wang 2014早秋,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,Alexander Wang近日发布2014早秋系列全新女装。庄严肃穆是这一季的关键词，从鞋子就可以看出设计师王大仁更加趋向绅士的男性设计风格。黑白拼色的布洛克改良男鞋，搭配不再修身的宽松西装长裤，并以廓型西装搭配出空间感——潮流引领女汉子越走越远。,,http://www.nfpeople.com/article/786
酷品 | 卷灯,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,"法国Bina Baitel设计工作室近日推出的recto-verso系列灯具，在Oled技术的基础上，为照明工具创造出一种更为轻薄、多变的形态。
该系列灯具就像覆盖在iPad上的smart cover，光源可呈块状卷起。", ,http://www.nfpeople.com/article/3932
酷品 | 法拉利FXXK全球首秀,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,"法拉利全新FXXK近日举行全球首发仪式。这款实验车型根据来自马拉内罗的首款混合动力车型研制而成，仪表板上的“K” 代表其采用“KERS”动能回收系统，以充分提升其赛道性能。FXXK最大功率输出总计1050 cv,最大扭矩超过900 Nm。排气系统进行了修改，去除了消声器。", ,http://www.nfpeople.com/article/3377
【酷品】好奇累坏猫,稿源：南方人物周刊  |  作者：   日期： 2018-01-03,如果你的猫猫每天吃饱就睡、体型已经越来越像加菲，这个激光Bolt也许能让你眼前一亮。它会在周围地上投射出激光束，不断随机变化位置，对猫猫狗狗来说，比追毛线球新鲜多了。如果你嫌自动模式不过瘾，可以切换手动模式，尽情折腾你那好奇的猫咪。, ,http://www.nfpeople.com/article/2494
在路上 | 黑海独立王国,稿源：南方人物周刊  |  作者： 文  张海律  日期： 2018-01-03,这是个拒绝国际化的地方，除了Coca Cola商标和客车司机挂在圣母像旁的林肯美元，一切英文全部消失，被像镜中倒影的俄文代替,阿布哈兹共和国，这个在绝大多数地图上隶属格鲁吉亚实际却独立的地方，其实并不难到达。在他们的外交部网页下个申请，发封电邮，等5个工作日，就可以拿着这么个打印文件，大大方方从格鲁吉亚西北部祖格迪迪的Enguri河口岸过境了。毕竟在格鲁吉亚边防军认定的另一个事实里，我不过是去了他们国家的另一块特殊领土。这是个拒绝国际化的地方，除了Coca Cola商标和客车司机挂在圣母像旁的林肯美元，一切英文全部消失，被像镜中倒影的俄文代替。1992至1993及1998年的两场战争，让曾占阿布哈兹60%人口的格鲁吉亚族被迫离境，剩下的，主要聚居在至今仍有走火隐患的南部城镇加利——一个野猪会在中心广场上横行的破败城池。阿布哈兹的前国会大楼  图/Amos Chapple到了首都苏呼米，连Hotel标示都看不到，即便临时抱佛脚地学会了酒店发音“嘎斯滴尼萨”，黑海边赤膊度假的路人也只能朝我摊摊手。最终，在走虚脱前，撞见一家看上去挺高级的海景酒店，多少钱都答应了。苏呼米海边悬挂着阿布哈兹独立以来第一位总统的照片，若非5年前去世，他今年该70岁了  图/张海律我是在周六抵达这个古怪地方的，碰到的麻烦远不止语言一项。银行关门了，就连取款机也跟着休息，而我身上只带着等值于不到100人民币的1000卢布。当地再好的餐馆也不接受信用卡，甚至没英文菜单。于是，咽下小商铺的可乐和蛋糕后，我保存着体力来到位于城北一座小山丘上的“灵长类动物测试中心”。2005年的俄国电影《直立行走》，讲述的正是这处“实验病理学和治疗研究所”的故事。在勃列日涅夫时代，这儿曾有5000只猴子，作为“火星500”计划的实验品，一些母猴的子宫甚至被注入人类精子，以期打造四肢发达、头脑简单的生化战士。实验当然失败了，不过1980年“星球大战”时，这儿曾为太空贡献过8位“宇航猴”。今天，测试中心还有300只来自亚非各地的猴子，可怜巴巴地囚在笼中，被前来度假的俄国游客调戏。潦草吃完第二餐后，我趁着夕阳去黑海游了会儿泳，并路过一个满布花圈的纪念碑。碑文上写着，“纪念那些曾和我们在一起的人，他们不被命运垂青，他们的灵魂消逝于山峦间，如猎鹰划过的轨迹。”这天是8月15日，阿布哈兹战争正式爆发的纪念日，从1992到1993年的这场民族战争造成8000人死亡，地区总人口从苏联解体前的54万锐减至如今的24万。休养胜地加格拉一处苏联时期的疗养院  图/Amos Chapple第三顿饭后，酒店前台来了位会一丁点儿英文的小伙子。事实上，“独立”还体现在这里用着比第比利斯早一小时的莫斯科时间，而智能手机只承认“格鲁吉亚主权”，因此不予自动调整。在因此推迟了一小时的早餐时间，值班小伙跟我练起英语，“阿布哈兹是一个美丽善良的独立国家。中国和俄国强大而友好，美国人民很好但政府很坏”，小伙拿着三星手机的翻译软件继续说，“西方国家竟然承认同性婚姻，还以此指责珍视传统的俄国和我们，太无耻了！”“我们和中国也应该是好朋友，可为什么你们领导人不承认我们独立呢？他会不会没听说过我们国家？”弹尽粮绝前，我被网上结识的娜塔莉大婶挽救。在当地新闻社工作的她，把我接到了女婿丹尼的豪宅。丹尼曾在国外的IT公司就职并发迹，说一口流利美语，而只会俄语的娜塔莉和她女儿竟是留在这里的少数格鲁吉亚族。女主人似乎不欢迎我的到来，丹尼解释道，“我妻子是动物保护极端分子，她一位CISCO的高管女朋友前不久到你们广西去，住在高级酒店，找来经理抱怨，‘我不想要欧美味道的中国，带我去真正的市井看看’。酒店满足了她，不料赶上玉林荔枝狗肉节，被吓哭后回来一直对我们吐槽中国。”我只得背负着“同胞的罪恶”，规规矩矩吃完走人。去周一重开的银行交上10美元，带着收据到外交部拿到那张另纸签。确实，与其他国家拿到签证才能入境相反，阿布哈兹则是拿了签证才能离境。TIPS1．阿布哈兹与俄罗斯和格鲁吉亚接壤，如持有俄罗斯两次以上入境签证，可从索契入境并回到索契；如从格鲁吉亚Enguri口岸入境，也得从原口岸回格鲁吉亚。千万不可从俄国进格鲁吉亚出，那样你会被算作非法入境而拘留，也不要走相反线路，你将因为没有离境记录而很可能没法再去格鲁吉亚。2.有3部格鲁吉亚人拍摄的关于阿布哈兹冲突的电影值得一看，《岸的另一边》是关于难民小孩回家找爸爸的冒险故事，《庄稼之岛》就在Enguri河口的淤积泥土上拍摄，《金橘》则是关于战争初期与敌同眠的脆弱关系，曾获2015年奥斯卡最佳外语片提名。,http://www.nfpeople.com/article/4977
